Age,EdLevel,Employment,YearsCode,WorkExp,Country,JobSat,Salary,lgr_pred,svr_pred,rfr_pred,lgr_pred_raw,svr_pred_raw,rfr_pred_raw,xgb_pred,xgb_pred_raw
32,Bachelor’s degree,Employed,16,7,United States of America,7,170000,11.881305138945729,11.611107983266491,11.922648092320888,144538.0712046639,110315.41143694647,150638.9893030319,11.902297019958496,147604.28842709254
32,Master’s degree,Employed,8,4,France,6,41765,11.033774259171144,10.923212267294645,10.860839058693191,61929.88345255492,55447.628988869015,52094.77126420883,10.874268531799316,52799.10887925434
42,Master’s degree,"Independent contractor, freelancer, or self-employed",25,2,France,7,52207,10.95620359200921,10.88513166,10.82603915866852,57307.46322220385,53375.810209990465,50313.02572492197,10.654879570007324,42397.97939286414
42,Professional degree,Employed,20,11,France,8,92812,11.183360526990448,11.29630312593583,11.36550600547302,71922.65778922138,80522.40173443756,86292.19364946685,11.276069641113281,78909.50499390988
42,Bachelor’s degree,"Independent contractor, freelancer, or self-employed",24,19,Australia,10,227533,11.660214574286885,11.627713290591263,11.39307909143459,115867.89023672613,112162.54300224886,88704.67016,11.778495788574219,130416.45652531864
32,Master’s degree,Employed,12,7,France,4,55687,11.058377241007332,11.05368222641363,11.179675462891403,63472.466109260604,63175.155743954936,71658.10225146945,10.974366188049316,58357.843632135526
32,Master’s degree,Employed,10,3,Denmark,8,93312,11.46567132634891,11.002977941099667,10.836678696143007,95383.49579424733,60051.70913228071,50851.20158143944,11.341094017028809,84211.11024523196
59,College/University course,Employed,25,30,United States of America,8,155000,11.979401024297637,11.779944802475041,12.059355417722147,159435.50342522468,130605.57021382627,172706.62549288516,12.045089721679688,170260.32160439083
32,Bachelor’s degree,Employed,15,11,United States of America,7,150000,11.961048748070038,11.809178601297308,12.055193013207104,156536.16676297248,134480.05341485358,171989.2405516712,12.02948284,167623.70177992177
32,Master’s degree,Employed,10,7,United Kingdom of Great Britain and Northern Ireland,8,163370,11.503338026179232,11.255613825468194,11.17464873952761,99044.83741737249,77311.72392309639,71298.79559,11.435904502868652,92586.04452127569
42,Master’s degree,"Independent contractor, freelancer, or self-employed",20,12,Poland,7,200000,11.178901775252594,11.357472682776375,11.362120094764458,71602.68193162208,85601.74957150276,86000.50669267621,11.46961498260498,95760.40216391599
42,Bachelor’s degree,Employed,13,12,Ireland,9,100933,11.598569620963984,11.444253139441024,11.360104156840952,108940.85962453898,93362.25575155526,85827.30763179019,11.741265296936035,125650.2255915911
42,Associate degree,Employed,11,9,United States of America,1,150000,11.533257642356933,11.578732185467539,11.780466310222536,102053.02841334655,106801.02707889088,130673.70031571036,11.683140754699707,118555.00627523703
47,Professional degree,"Independent contractor, freelancer, or self-employed",35,30,United Kingdom of Great Britain and Northern Ireland,9,217826,11.906488821356891,11.608312056929636,11.607656929874121,148224.31909635506,110007.40565820222,109935.35977750114,11.636033058166504,113099.61029629184
32,College/University course,Employed,17,13,France,3,59167,11.045530091240407,11.231496195288857,11.375692238191919,62662.22874834918,75469.42942627211,87175.68830389355,11.300929069519043,80895.76135244968
32,Secondary school,Employed,14,14,Brazil,5,109222,10.494709364112364,11.282067897479457,10.844094383992308,36122.87793,79384.25283907507,51229.70734,10.65925407409668,42583.86017329757
42,Master’s degree,Employed,24,18,Italy,7,39445,10.994616176914251,11.422384263620472,11.02051365089647,59551.65612,91342.66983007526,61114.06335704316,11.03729248046875,62148.15374214437
32,College/University course,Employed,8,4,Mexico,8,28425,10.386302212118812,10.92953880630161,10.54583167383364,32411.590180513158,55799.53891521956,38017.63350177978,10.190581321716309,26649.983193195705
32,College/University course,Employed,20,16,Austria,7,81210,11.342510830322652,11.457104262073821,11.364928252969344,84330.50764446848,94569.82106638169,86242.35194,11.338974952697754,84032.84830713186
47,Master’s degree,Employed,32,20,Switzerland,8,433975,11.95084071125345,11.59444759924426,11.903779791517348,154946.35782094652,108492.72316162239,147823.31569427985,11.899333953857422,147167.57153065316
47,Master’s degree,Employed,30,14,Poland,6,127616,11.108899361219507,11.357737963250823,11.379001004144559,66761.66934806829,85624.46132,87464.61329100332,11.032547950744629,61853.98363611946
47,College/University course,Employed,25,25,United States of America,9,131850,12.027388846733974,11.935502501006221,12.09977828,167273.06377832146,152587.87634975513,179830.98620322556,12.095989227294922,179150.8819021347
42,Master’s degree,Employed,19,14,Spain,7,60328,11.13160304493009,11.381357876241573,11.38671276174602,68294.76549,87671.00167,88141.73444048826,11.298476219177246,80697.57686152853
32,Bachelor’s degree,Employed,15,10,Australia,5,91013,11.467457365297488,11.322259034956824,11.376448245886536,95554.00844461676,82639.82071541075,87241.61947013682,11.504167556762695,99127.03305585949
42,Master’s degree,Employed,20,14,Germany,3,112534,11.323047516042411,11.421324446072733,11.38671276174602,82705.00713519457,91245.91348700605,88141.73444048826,11.479072570800781,96670.37034003621
42,Bachelor’s degree,Employed,11,11,United States of America,6,140000,11.83330956186995,11.798008139300169,12.035462871238673,137764.68164378902,132986.19698507458,168629.10565928137,11.978960037231445,159365.20948983266
32,Master’s degree,Employed,12,7,United States of America,6,141000,11.917886118650397,11.591519345011038,12.062886336237476,149923.35091816206,108175.49065289505,173317.51992001044,11.992199897766113,161489.22568937688
42,Bachelor’s degree,Employed,22,18,United States of America,8,100000,12.008334694828916,12.001917964338894,12.087470742352503,164115.97173046935,163066.24885025146,177631.26091719564,12.086915016174316,177532.57344385952
32,Professional degree,Employed,15,10,Switzerland,8,148791,11.96756669598805,11.418659647544917,12.112833879906596,157559.80023402144,91003.08253775445,182194.19291658016,12.06756878,174130.97696453304
32,Bachelor’s degree,Employed,6,6,United States of America,6,139000,11.846905188039855,11.528097469198835,11.754908793057227,139650.48262535152,101527.76833724986,127376.29564072573,11.799444198608398,133177.3116803548
47,Bachelor’s degree,Employed,17,15,United States of America,1,124000,11.775719752346117,11.796904269763564,12.012757779628322,130054.91499959535,132839.4774640676,164843.48274885266,11.788850784301758,131773.94499427357
42,Bachelor’s degree,Employed,20,20,Canada,7,90468,11.559436171986365,11.594342021838333,11.395085023691616,104759.92957781191,108481.2692804178,88882.78631337262,11.643767356872559,113977.75574224858
42,Master’s degree,Employed,18,10,Switzerland,1,223187,11.680531199045147,11.325899911938698,12.070339596791012,118246.03109797763,82941.25418542491,174614.13400668494,11.923194885253906,150721.38070807903
42,Master’s degree,Employed,30,11,Brazil,6,27306,10.524768905533731,11.231189778689293,10.573203396111564,37225.230231440364,75446.30757655988,39072.641808720175,10.505014419555664,36497.06117095123
42,Bachelor’s degree,Employed,18,18,United States of America,7,180000,11.989186172403736,11.987427382339133,12.110614568286296,161003.2711350319,160720.34729735003,181790.29336304264,12.121297836303711,183742.82963686372
42,Professional degree,Employed,26,16,Ireland,6,162421,11.736999100514176,11.491675523936557,11.364928252969344,125115.31461152522,97896.42481528755,86242.35194,12.00114631652832,162940.46690062425
47,Master’s degree,"Independent contractor, freelancer, or self-employed",25,20,Italy,9,34804,11.057206870282998,11.418735466341218,11.178537480169407,63398.222077749604,91009.98261932556,71576.60181307417,11.25860595703125,77543.40019466793
47,Bachelor’s degree,Employed,30,22,United States of America,9,150000,12.045873424843611,11.98833132049159,12.076136106601592,170393.80824094356,160865.6951379185,175629.23151312643,12.108026504516602,181320.4142039315
32,Bachelor’s degree,Employed,14,11,United States of America,8,95000,11.985121847009873,11.829981105094546,12.052230969859702,160350.22538151467,137306.8968084576,171480.55175488375,12.051156044006348,171296.32083655708
42,Professional degree,Employed,26,18,Germany,7,139218,11.518086841341283,11.540783854410044,11.375692238191919,100516.47192200214,102824.0063043469,87175.68830389355,11.59331989,108370.44306087143
32,Secondary school,Employed,5,3,Brazil,5,10922,10.29231960520232,10.745806290386637,9.537402727191779,29504.135301714763,46433.885128149195,13867.87954181519,9.552219391,14074.899954167353
32,Master’s degree,Employed,6,11,Netherlands,8,104413,11.426234128611695,11.380773723453348,11.372360639470086,91695.00841954324,87619.80279,86885.73383473311,11.439901351928711,92956.84147926344
32,College/University course,Employed,4,3,Romania,9,53072,10.911937474633433,10.90742559020533,10.823827594485287,54825.96832670071,54579.1526,50201.875980414385,10.6867094,43769.23958917754
47,Bachelor’s degree,Employed,23,23,India,8,74393,10.553166175613407,11.427353335570348,11.043327008041267,38297.50634615697,91797.69268199899,62524.328400635255,10.89440918,53873.31860847221
32,College/University course,Employed,8,5,Spain,10,243631,10.981292674069671,11.007175148773127,10.88178807146679,58763.46850252071,60304.292525537036,53197.63789192898,10.881294250488281,53171.37377
47,Bachelor’s degree,Employed,27,16,Austria,8,148499,11.263591633188506,11.457527748445845,11.362120094764458,77930.97682,94609.87900169051,86000.50669267621,11.295015335083008,80418.77118
59,Master’s degree,"Independent contractor, freelancer, or self-employed",33,27,Germany,8,208826,11.506241212769599,11.434185284626075,11.362120094764458,99332.80377216388,92427.00393721827,86000.50669267621,11.476648330688477,96436.29956
42,Secondary school,Employed,15,8,United States of America,7,200000,11.676604220730662,11.620746956485585,11.936224043001378,117782.58813191127,111383.88961602827,152698.01536221823,11.776862144470215,130203.57475027996
47,Master’s degree,Employed,42,21,Italy,8,47566,11.013860911325663,11.424956758066347,11.039300852908664,60708.83020658128,91577.95341648506,62273.09781480263,11.113630294799805,67078.26741410754
47,Master’s degree,"Independent contractor, freelancer, or self-employed",35,25,Germany,8,174022,11.593677258011894,11.55314841635139,11.375692238191919,108409.17815643069,104103.28502619002,87175.68830389355,11.573466300964355,106240.09812931028
65,Bachelor’s degree,Employed,30,31,Australia,7,83434,11.54864922567758,11.454796408200721,11.389439854113373,103635.95209621715,94351.81708812501,88382.43587716857,11.419854164123535,91111.85337441806
47,Bachelor’s degree,Employed,32,30,Canada,6,86820,11.685330935035314,11.588933621483074,11.39329402823628,118814.94986661014,107896.13747652707,88723.73832565831,11.521041870117188,100813.94324570881
42,Bachelor’s degree,"Independent contractor, freelancer, or self-employed",32,25,Brazil,6,45509,10.783446298441746,11.48142985999444,10.57598751366879,48215.004979694044,96898.52152018131,39181.57899750742,10.807292938232422,49378.61361946761
47,Bachelor’s degree,Employed,35,35,United States of America,6,147000,12.251687136335041,11.918559161468316,12.082751383209015,209333.16638804696,150024.29039026168,176794.92551827594,12.082951545715332,176830.31697573763
42,Bachelor’s degree,Employed,20,11,United Kingdom of Great Britain and Northern Ireland,4,408424,11.35680401938272,11.38591763207534,11.571293288382225,85544.52927915745,88071.67739298935,106009.48553911177,11.486668586730957,97407.48363
32,Associate degree,Employed,15,15,Germany,10,16242,11.369227250639582,11.530196269571263,11.38671276174602,86613.91000069912,101741.08072580575,88141.73444048826,11.461501121520996,94986.55115486278
32,Bachelor’s degree,Employed,12,5,Germany,3,116015,11.184241268657487,11.024592237890701,11.008847083061802,71986.03185547597,61363.83547200877,60405.20334652303,11.046798706054688,62741.77469456458
42,Bachelor’s degree,Employed,14,12,Germany,7,106733,11.281746222331046,11.426228174716089,11.362120094764458,79358.72068283662,91694.46247270689,86000.50669267621,11.43920612335205,92892.23699148763
42,Professional degree,Employed,15,10,Germany,7,110214,11.358919337869077,11.346948274608147,11.367084936168784,85725.67684,84705.55552276541,86428.55224,11.484114646911621,97159.02563037536
59,Secondary school,"Independent contractor, freelancer, or self-employed",35,35,Israel,8,147071,11.95467368,11.48658785636185,11.582702379557382,155541.40660620772,97399.62012159533,107225.89470096478,11.364325523376465,86190.38618207813
32,Bachelor’s degree,Employed,10,3,Germany,8,63808,11.249804177020199,11.001862082283191,10.920677369380876,76863.86638364963,59984.73616048193,55307.25037282358,11.031126976013184,61766.15168562866
32,Bachelor’s degree,Employed,10,2,India,6,20923,10.277110066724408,10.721561479527963,10.510301259996517,29058.771287079922,45321.617957586095,36690.53156969103,10.007349014282227,22187.934869074696
32,Bachelor’s degree,Employed,10,10,India,8,40684,10.47073153429319,11.194345348109325,10.49063261,35267.00769146749,72717.08161774345,35975.90944705251,10.526009559631348,37271.443768094876
47,Bachelor’s degree,"Independent contractor, freelancer, or self-employed",42,24,Belgium,8,139218,11.392063965009452,11.540018619494548,11.362120094764458,88614.66838294924,102745.35111802239,86000.50669267621,11.497986793518066,98516.23569404113
